n_targets,n_agents,time,targets_per_agent
385,13,0.7705707550048828,"[37, 26, 28, 30, 33, 24, 19, 30, 23, 37, 31, 40, 27]"
385,13,0.9855520725250244,"[27, 29, 26, 21, 31, 25, 30, 34, 39, 34, 28, 29, 32]"
385,13,0.848883867263794,"[31, 28, 27, 33, 20, 21, 29, 33, 24, 37, 34, 37, 31]"
385,13,1.1799516677856445,"[43, 24, 26, 38, 38, 22, 39, 31, 22, 26, 30, 28, 18]"
390,13,0.7779715061187744,"[32, 33, 32, 22, 39, 22, 39, 26, 21, 27, 38, 30, 29]"
390,13,0.802656888961792,"[24, 29, 27, 37, 21, 31, 41, 33, 31, 28, 32, 32, 24]"
390,13,0.9096517562866211,"[27, 16, 40, 36, 25, 28, 28, 29, 23, 26, 48, 35, 29]"
390,13,0.7611467838287354,"[26, 27, 30, 33, 25, 51, 26, 30, 29, 21, 34, 37, 21]"
390,13,0.8540842533111572,"[38, 30, 23, 22, 33, 27, 25, 36, 20, 26, 29, 35, 46]"
395,14,0.864274263381958,"[28, 24, 46, 32, 25, 17, 30, 35, 31, 20, 26, 37, 19, 25]"
395,14,0.6459348201751709,"[27, 30, 34, 20, 19, 30, 24, 38, 21, 35, 24, 30, 28, 35]"
395,14,0.8129110336303711,"[25, 22, 30, 38, 18, 40, 17, 30, 34, 27, 34, 32, 24, 24]"
395,14,0.7328829765319824,"[19, 40, 35, 22, 30, 31, 27, 29, 31, 27, 34, 18, 29, 23]"
395,14,0.6693847179412842,"[30, 34, 25, 28, 33, 25, 30, 22, 25, 32, 21, 27, 34, 29]"
400,14,0.8003478050231934,"[31, 29, 24, 34, 24, 24, 28, 24, 19, 42, 32, 27, 32, 30]"
400,14,0.7109925746917725,"[35, 19, 36, 33, 23, 20, 35, 22, 32, 31, 30, 27, 27, 30]"
400,14,0.7020912170410156,"[27, 14, 21, 28, 34, 33, 22, 31, 24, 34, 25, 38, 43, 26]"
400,14,0.7750730514526367,"[17, 26, 36, 31, 19, 27, 34, 30, 25, 26, 31, 33, 34, 31]"
400,14,0.858281135559082,"[36, 32, 31, 19, 28, 33, 26, 22, 39, 25, 29, 21, 30, 29]"
405,14,1.037193775177002,"[24, 39, 31, 27, 40, 27, 22, 41, 27, 26, 34, 21, 19, 27]"
405,14,0.6629743576049805,"[31, 33, 30, 34, 28, 31, 32, 25, 31, 30, 28, 19, 30, 23]"
405,14,0.8676407337188721,"[18, 28, 29, 27, 36, 29, 26, 24, 35, 22, 35, 22, 34, 40]"
405,14,0.9025816917419434,"[19, 39, 26, 26, 29, 22, 24, 31, 36, 36, 27, 23, 49, 18]"
405,14,0.9027271270751953,"[27, 13, 38, 44, 32, 26, 43, 33, 35, 28, 31, 11, 24, 20]"
410,14,0.7616052627563477,"[27, 42, 31, 30, 26, 31, 23, 32, 30, 21, 21, 29, 32, 35]"
410,14,0.8734042644500732,"[31, 40, 19, 24, 35, 35, 20, 23, 29, 27, 34, 27, 39, 27]"
410,14,0.8607120513916016,"[22, 32, 34, 31, 30, 21, 32, 33, 47, 25, 18, 22, 29, 34]"
410,14,0.855236291885376,"[39, 29, 30, 30, 21, 25, 22, 26, 26, 39, 27, 40, 33, 23]"
410,14,0.8189558982849121,"[31, 37, 34, 20, 25, 28, 23, 26, 36, 27, 26, 19, 42, 36]"
415,14,1.0042505264282227,"[33, 26, 37, 25, 32, 29, 24, 47, 21, 39, 22, 32, 22, 26]"
415,14,0.8355634212493896,"[27, 19, 29, 36, 25, 36, 30, 25, 34, 34, 34, 27, 30, 29]"
415,14,0.7508730888366699,"[31, 26, 33, 27, 28, 19, 38, 34, 28, 28, 35, 22, 34, 32]"
415,14,0.7654657363891602,"[30, 23, 39, 35, 46, 18, 20, 26, 32, 24, 41, 28, 27, 26]"
415,14,0.8639171123504639,"[29, 27, 31, 21, 33, 23, 39, 37, 38, 31, 29, 20, 23, 34]"
420,14,0.8788001537322998,"[31, 27, 36, 24, 24, 24, 42, 29, 23, 34, 33, 29, 26, 38]"
420,14,1.1115238666534424,"[21, 35, 33, 18, 39, 31, 45, 22, 37, 15, 29, 44, 25, 26]"
420,14,0.8064708709716797,"[28, 39, 32, 34, 26, 22, 45, 30, 29, 33, 26, 21, 31, 24]"
420,14,0.8918704986572266,"[21, 18, 31, 32, 14, 30, 34, 34, 23, 25, 46, 38, 35, 39]"
420,14,0.9040312767028809,"[36, 21, 47, 30, 43, 30, 29, 29, 27, 33, 24, 26, 18, 27]"
425,15,0.689194917678833,"[23, 32, 28, 26, 27, 35, 25, 22, 26, 35, 34, 31, 22, 31, 28]"
425,15,0.8990232944488525,"[39, 23, 31, 25, 27, 41, 12, 22, 33, 21, 21, 37, 30, 41, 22]"
425,15,0.7461819648742676,"[27, 31, 29, 23, 29, 34, 34, 26, 32, 24, 26, 27, 28, 21, 34]"
425,15,0.7284619808197021,"[33, 25, 23, 33, 27, 19, 31, 33, 36, 20, 28, 35, 28, 27, 27]"
425,15,0.8364267349243164,"[27, 20, 29, 36, 25, 31, 34, 27, 20, 28, 38, 29, 28, 27, 26]"
430,15,0.8872597217559814,"[27, 25, 24, 32, 28, 19, 37, 16, 40, 31, 17, 38, 26, 38, 32]"
430,15,0.8052036762237549,"[28, 29, 26, 31, 31, 35, 28, 25, 24, 30, 32, 32, 25, 26, 28]"
430,15,0.7209854125976562,"[36, 26, 20, 29, 27, 21, 37, 26, 32, 25, 30, 34, 30, 26, 31]"
430,15,0.805422306060791,"[31, 25, 24, 33, 22, 32, 43, 26, 19, 35, 27, 37, 29, 28, 19]"
430,15,0.908423662185669,"[37, 34, 21, 38, 23, 27, 21, 34, 23, 25, 37, 22, 29, 29, 30]"
435,15,0.9006993770599365,"[33, 27, 26, 23, 30, 23, 41, 27, 26, 31, 31, 20, 35, 28, 34]"
435,15,0.7091600894927979,"[30, 35, 32, 33, 29, 28, 33, 29, 32, 30, 32, 21, 16, 33, 22]"
435,15,0.853158712387085,"[23, 30, 33, 24, 33, 32, 22, 41, 20, 25, 24, 29, 35, 23, 41]"
435,15,0.910043478012085,"[28, 24, 33, 36, 24, 17, 33, 22, 25, 27, 26, 24, 35, 44, 37]"
435,15,0.9467558860778809,"[19, 25, 26, 33, 34, 23, 39, 32, 23, 24, 42, 33, 24, 28, 30]"
440,15,0.9304533004760742,"[35, 27, 31, 29, 33, 33, 28, 33, 25, 32, 16, 33, 24, 20, 41]"
440,15,1.0856211185455322,"[37, 31, 20, 19, 30, 28, 35, 34, 18, 38, 31, 32, 33, 33, 21]"
440,15,0.8633072376251221,"[26, 40, 25, 25, 32, 30, 28, 30, 34, 29, 23, 36, 26, 23, 33]"
440,15,0.8639926910400391,"[19, 30, 38, 32, 31, 32, 39, 32, 25, 32, 18, 19, 32, 32, 29]"
440,15,1.0628137588500977,"[25, 35, 30, 30, 20, 19, 23, 20, 32, 25, 43, 38, 29, 37, 34]"
445,15,0.9959578514099121,"[29, 32, 23, 35, 28, 27, 32, 31, 37, 30, 27, 20, 26, 28, 40]"
445,15,1.0611913204193115,"[28, 34, 34, 23, 23, 28, 35, 28, 22, 30, 34, 28, 30, 34, 34]"
445,15,1.0209720134735107,"[37, 30, 29, 26, 23, 29, 26, 30, 27, 32, 32, 35, 24, 36, 29]"
445,15,0.8099274635314941,"[30, 31, 22, 35, 26, 36, 22, 25, 45, 31, 29, 24, 31, 30, 28]"
445,15,1.0246987342834473,"[39, 37, 28, 23, 28, 27, 37, 32, 29, 25, 17, 27, 21, 47, 28]"
450,15,0.8552391529083252,"[38, 48, 24, 33, 22, 33, 22, 28, 33, 37, 24, 32, 27, 27, 22]"
450,15,0.9612910747528076,"[37, 28, 28, 25, 28, 22, 28, 38, 38, 47, 36, 24, 28, 17, 26]"
450,15,1.0241057872772217,"[32, 25, 46, 37, 39, 26, 20, 35, 16, 28, 34, 21, 28, 31, 32]"
450,15,1.1525187492370605,"[21, 36, 30, 34, 35, 24, 30, 27, 22, 38, 26, 31, 31, 25, 40]"
450,15,1.238213300704956,"[21, 30, 44, 24, 45, 17, 27, 42, 26, 22, 16, 34, 30, 42, 30]"
455,16,0.8044118881225586,"[23, 36, 28, 32, 33, 23, 30, 28, 32, 37, 25, 28, 21, 33, 22, 24]"
455,16,1.0029478073120117,"[39, 22, 16, 33, 34, 25, 29, 37, 26, 33, 21, 33, 33, 27, 24, 23]"
455,16,0.944833517074585,"[32, 26, 36, 22, 25, 44, 21, 30, 30, 33, 27, 32, 23, 28, 22, 24]"
455,16,0.9322478771209717,"[20, 28, 33, 23, 32, 27, 36, 15, 24, 30, 32, 29, 31, 31, 29, 35]"
455,16,0.9322524070739746,"[39, 34, 21, 23, 32, 28, 20, 21, 37, 29, 30, 43, 19, 17, 31, 31]"
460,16,0.928703784942627,"[24, 33, 22, 22, 19, 30, 22, 39, 32, 39, 30, 26, 27, 37, 33, 25]"
460,16,0.8504531383514404,"[26, 29, 24, 35, 22, 21, 49, 29, 28, 30, 24, 22, 32, 26, 38, 25]"
460,16,1.0156729221343994,"[39, 24, 40, 34, 26, 24, 19, 26, 26, 41, 16, 32, 32, 30, 23, 28]"
460,16,1.1218247413635254,"[27, 34, 27, 28, 18, 20, 27, 25, 32, 44, 41, 31, 24, 21, 21, 40]"
460,16,0.8792200088500977,"[27, 28, 24, 31, 16, 35, 25, 28, 32, 23, 29, 34, 33, 24, 35, 36]"
465,16,0.9245908260345459,"[41, 22, 21, 38, 21, 30, 34, 24, 27, 22, 29, 26, 39, 37, 28, 26]"
465,16,0.8651313781738281,"[21, 28, 30, 26, 32, 30, 31, 28, 31, 33, 25, 41, 29, 25, 27, 28]"
465,16,0.8677165508270264,"[30, 31, 23, 26, 32, 19, 25, 34, 26, 38, 32, 33, 28, 27, 31, 30]"
465,16,0.9090054035186768,"[32, 30, 31, 36, 44, 30, 28, 18, 32, 19, 33, 30, 20, 34, 20, 28]"
465,16,1.1167585849761963,"[24, 28, 33, 23, 38, 36, 32, 33, 22, 24, 27, 22, 32, 39, 28, 24]"
470,16,1.1372721195220947,"[34, 31, 33, 25, 26, 32, 49, 33, 35, 20, 34, 15, 26, 26, 31, 20]"
470,16,1.070099115371704,"[30, 27, 21, 20, 32, 22, 36, 32, 33, 37, 32, 21, 25, 34, 34, 34]"
470,16,1.1238536834716797,"[26, 20, 24, 36, 32, 22, 37, 29, 34, 22, 41, 31, 13, 28, 40, 35]"
470,16,0.8801827430725098,"[29, 42, 27, 29, 27, 27, 30, 25, 31, 28, 26, 46, 37, 21, 27, 18]"
470,16,1.1081733703613281,"[33, 27, 29, 38, 24, 32, 17, 24, 20, 33, 22, 45, 36, 38, 30, 22]"
475,16,1.4025983810424805,"[39, 28, 32, 29, 36, 35, 21, 29, 24, 20, 34, 39, 21, 22, 29, 37]"
475,16,1.0793733596801758,"[32, 36, 19, 29, 34, 30, 24, 33, 34, 23, 33, 25, 34, 31, 25, 33]"
475,16,1.0160009860992432,"[39, 28, 25, 24, 31, 32, 33, 25, 36, 24, 21, 31, 28, 26, 40, 32]"
475,16,0.918799638748169,"[31, 37, 33, 27, 33, 36, 37, 44, 22, 27, 30, 25, 21, 24, 15, 33]"
475,16,1.0119457244873047,"[24, 27, 38, 26, 29, 36, 33, 31, 31, 22, 31, 39, 21, 30, 30, 27]"
480,16,1.0172626972198486,"[39, 27, 24, 30, 20, 27, 31, 25, 28, 34, 29, 36, 28, 37, 37, 28]"
480,16,0.8946502208709717,"[42, 25, 24, 33, 21, 42, 29, 20, 18, 20, 39, 34, 28, 38, 33, 34]"
480,16,1.2685809135437012,"[29, 25, 22, 33, 42, 34, 20, 21, 21, 39, 45, 39, 36, 28, 18, 28]"
480,16,0.9983866214752197,"[32, 29, 42, 23, 36, 32, 23, 35, 22, 20, 18, 31, 39, 22, 41, 35]"
480,16,0.9359133243560791,"[34, 33, 38, 33, 27, 29, 38, 24, 40, 27, 23, 18, 29, 32, 26, 29]"
485,17,1.0843546390533447,"[31, 32, 24, 35, 28, 32, 26, 18, 24, 28, 24, 29, 30, 30, 24, 42, 28]"
485,17,0.9807963371276855,"[27, 31, 39, 35, 28, 28, 22, 16, 34, 23, 38, 22, 39, 28, 17, 28, 30]"
485,17,0.8546979427337646,"[25, 22, 32, 30, 32, 22, 37, 33, 29, 28, 22, 32, 33, 26, 30, 26, 26]"
485,17,1.1512720584869385,"[20, 25, 22, 18, 39, 21, 22, 39, 25, 33, 32, 30, 46, 26, 39, 22, 26]"
485,17,1.0493736267089844,"[23, 24, 30, 29, 19, 16, 43, 33, 17, 22, 36, 36, 43, 29, 39, 19, 27]"
490,17,0.9491462707519531,"[25, 28, 29, 21, 32, 33, 29, 27, 28, 33, 34, 21, 34, 34, 23, 26, 33]"
490,17,1.0036849975585938,"[32, 27, 31, 15, 29, 28, 35, 38, 25, 43, 33, 38, 21, 26, 23, 25, 21]"
490,17,0.8612494468688965,"[19, 27, 28, 31, 33, 26, 24, 17, 25, 38, 41, 29, 27, 43, 32, 28, 22]"
490,17,0.8227388858795166,"[37, 16, 31, 18, 21, 34, 32, 42, 31, 30, 20, 21, 36, 22, 29, 31, 39]"
490,17,1.2399029731750488,"[35, 32, 36, 29, 33, 33, 28, 31, 31, 20, 38, 26, 34, 26, 24, 14, 20]"
495,17,1.0005958080291748,"[49, 25, 30, 30, 39, 25, 16, 33, 34, 24, 22, 35, 32, 28, 33, 23, 17]"
495,17,1.3474764823913574,"[19, 29, 14, 37, 23, 23, 27, 36, 20, 31, 56, 37, 23, 30, 29, 20, 41]"
495,17,1.2738053798675537,"[17, 24, 30, 23, 35, 31, 21, 34, 28, 39, 46, 19, 19, 48, 29, 27, 25]"
495,17,0.9402623176574707,"[25, 26, 34, 42, 27, 23, 31, 24, 39, 27, 21, 24, 39, 30, 18, 33, 32]"
495,17,0.9701628684997559,"[27, 31, 22, 26, 26, 43, 33, 24, 29, 27, 27, 30, 33, 24, 35, 30, 28]"
500,17,1.1095480918884277,"[42, 30, 28, 26, 43, 16, 25, 26, 21, 28, 39, 19, 25, 31, 34, 34, 33]"
500,17,1.0148277282714844,"[27, 31, 39, 27, 33, 20, 25, 32, 26, 34, 30, 38, 26, 25, 39, 29, 19]"
500,17,1.1367666721343994,"[39, 22, 32, 32, 35, 36, 24, 32, 21, 18, 31, 34, 34, 32, 30, 29, 19]"
500,17,1.0674192905426025,"[32, 32, 28, 21, 26, 43, 33, 36, 38, 23, 24, 24, 30, 23, 22, 25, 40]"
500,17,0.8542609214782715,"[35, 31, 30, 28, 26, 30, 30, 39, 34, 34, 22, 19, 26, 26, 31, 28, 31]"
505,17,1.1642138957977295,"[28, 21, 26, 27, 31, 22, 26, 50, 31, 26, 27, 19, 35, 52, 21, 45, 18]"
505,17,1.2880995273590088,"[28, 30, 30, 32, 47, 31, 45, 25, 23, 18, 24, 24, 23, 30, 32, 30, 33]"
505,17,1.0569043159484863,"[30, 19, 29, 36, 39, 34, 40, 41, 32, 23, 22, 33, 25, 21, 29, 25, 27]"
505,17,1.1149311065673828,"[31, 25, 29, 29, 29, 37, 26, 33, 24, 28, 23, 33, 35, 25, 31, 35, 32]"
505,17,1.023094892501831,"[19, 29, 30, 28, 19, 25, 31, 32, 27, 32, 19, 46, 36, 31, 34, 34, 33]"
510,17,1.0544114112854004,"[27, 27, 38, 31, 32, 27, 32, 31, 27, 23, 36, 34, 26, 27, 25, 40, 27]"
510,17,1.2146687507629395,"[30, 32, 34, 36, 33, 24, 19, 29, 29, 32, 36, 23, 37, 27, 27, 25, 37]"
510,17,1.006554126739502,"[34, 27, 39, 36, 24, 30, 20, 23, 28, 34, 28, 30, 31, 29, 25, 35, 37]"
510,17,1.0767412185668945,"[32, 29, 20, 27, 35, 28, 34, 20, 41, 33, 24, 35, 24, 29, 38, 32, 29]"
510,17,1.1100800037384033,"[18, 21, 32, 23, 26, 30, 26, 29, 34, 37, 38, 33, 38, 17, 39, 31, 38]"
515,18,1.0815949440002441,"[35, 31, 25, 22, 25, 31, 18, 34, 27, 31, 21, 24, 34, 32, 38, 26, 35, 26]"
515,18,0.9651296138763428,"[23, 31, 35, 28, 33, 29, 38, 27, 25, 29, 28, 39, 17, 29, 27, 20, 29, 28]"
515,18,0.8981144428253174,"[32, 28, 38, 24, 36, 27, 25, 32, 21, 24, 26, 32, 29, 19, 29, 36, 26, 31]"
515,18,0.9163408279418945,"[28, 29, 24, 32, 25, 26, 41, 21, 22, 40, 26, 32, 28, 35, 27, 30, 20, 29]"
515,18,0.9966771602630615,"[35, 15, 35, 28, 30, 36, 45, 29, 25, 22, 29, 24, 27, 37, 17, 26, 24, 31]"
520,18,1.0442981719970703,"[35, 30, 31, 31, 20, 41, 25, 26, 22, 22, 46, 35, 21, 18, 25, 44, 24, 24]"
520,18,1.1306090354919434,"[38, 38, 25, 37, 30, 24, 22, 21, 27, 29, 34, 32, 35, 24, 24, 31, 27, 22]"
520,18,1.0561678409576416,"[37, 17, 25, 28, 38, 31, 27, 28, 26, 29, 32, 20, 21, 25, 43, 30, 37, 26]"
520,18,1.0105438232421875,"[27, 31, 35, 21, 36, 28, 26, 30, 29, 29, 25, 27, 32, 32, 26, 37, 23, 26]"
520,18,0.9949655532836914,"[42, 43, 25, 34, 36, 33, 20, 35, 27, 22, 21, 24, 22, 28, 30, 23, 31, 24]"
525,18,1.2820048332214355,"[19, 32, 32, 32, 27, 24, 28, 35, 37, 26, 34, 30, 23, 41, 27, 31, 29, 18]"
525,18,1.0191235542297363,"[32, 26, 40, 34, 35, 28, 40, 28, 28, 21, 19, 30, 29, 30, 37, 26, 15, 27]"
525,18,1.166443109512329,"[18, 18, 23, 36, 34, 33, 41, 27, 24, 49, 36, 20, 34, 33, 38, 22, 19, 20]"
525,18,0.9699580669403076,"[30, 29, 28, 21, 28, 32, 22, 27, 29, 40, 25, 25, 31, 31, 25, 37, 29, 36]"
525,18,1.0784392356872559,"[26, 18, 36, 34, 20, 28, 37, 27, 30, 36, 39, 30, 34, 13, 37, 19, 30, 31]"
530,18,1.3327341079711914,"[19, 24, 27, 33, 26, 30, 34, 37, 34, 31, 23, 30, 37, 19, 28, 21, 32, 45]"
530,18,1.0464770793914795,"[33, 32, 31, 30, 24, 22, 27, 29, 47, 22, 32, 31, 19, 22, 34, 29, 35, 31]"
530,18,1.1304502487182617,"[33, 17, 31, 33, 35, 30, 34, 34, 32, 18, 19, 29, 48, 24, 35, 27, 27, 24]"
530,18,1.2565007209777832,"[31, 18, 20, 28, 36, 42, 23, 27, 34, 35, 23, 22, 32, 29, 22, 27, 37, 44]"
530,18,1.0963754653930664,"[30, 32, 30, 33, 40, 41, 22, 24, 25, 26, 21, 26, 35, 21, 26, 27, 38, 33]"
535,18,0.9362568855285645,"[32, 39, 36, 35, 35, 29, 22, 29, 30, 29, 31, 25, 31, 29, 19, 16, 39, 29]"
535,18,1.2101771831512451,"[23, 34, 24, 32, 18, 30, 39, 29, 33, 52, 31, 22, 23, 28, 30, 26, 28, 33]"
535,18,1.26251220703125,"[26, 34, 32, 38, 24, 33, 22, 32, 29, 31, 23, 23, 37, 22, 32, 33, 35, 29]"
535,18,1.0555379390716553,"[37, 26, 35, 46, 32, 31, 26, 27, 35, 25, 24, 22, 41, 20, 17, 23, 47, 21]"
535,18,1.276461124420166,"[39, 27, 30, 25, 36, 45, 26, 32, 22, 31, 28, 24, 26, 37, 31, 32, 18, 26]"
540,18,1.260204553604126,"[34, 27, 19, 30, 31, 31, 27, 33, 34, 34, 22, 41, 35, 33, 27, 29, 23, 30]"
540,18,1.2540028095245361,"[27, 25, 26, 28, 29, 49, 23, 22, 47, 19, 29, 38, 25, 25, 37, 26, 28, 37]"
540,18,1.3890414237976074,"[44, 18, 24, 30, 29, 32, 36, 27, 27, 35, 26, 21, 20, 36, 34, 26, 40, 35]"
540,18,1.0205638408660889,"[33, 27, 21, 26, 28, 41, 29, 33, 36, 31, 29, 34, 23, 26, 27, 35, 23, 38]"
540,18,1.0663928985595703,"[31, 26, 25, 28, 33, 31, 23, 23, 18, 43, 34, 31, 22, 35, 38, 36, 31, 32]"
545,19,0.9551601409912109,"[25, 13, 27, 35, 32, 23, 33, 22, 23, 28, 37, 33, 39, 32, 24, 37, 27, 31, 24]"
545,19,1.098811388015747,"[27, 24, 35, 29, 29, 35, 29, 26, 22, 27, 36, 22, 34, 35, 18, 28, 38, 22, 29]"
545,19,1.1070499420166016,"[35, 24, 31, 22, 39, 32, 33, 22, 19, 35, 27, 15, 33, 16, 24, 41, 43, 25, 29]"
545,19,1.0488488674163818,"[30, 25, 30, 28, 42, 23, 32, 20, 26, 26, 37, 31, 27, 26, 34, 28, 31, 30, 19]"
545,19,1.0824155807495117,"[21, 35, 25, 28, 35, 19, 40, 39, 23, 32, 20, 24, 39, 27, 38, 28, 19, 31, 22]"
550,19,1.0801587104797363,"[23, 28, 22, 25, 20, 43, 41, 24, 32, 23, 20, 37, 38, 34, 28, 16, 35, 23, 38]"
550,19,1.1092851161956787,"[20, 29, 26, 32, 33, 22, 29, 34, 28, 37, 30, 23, 34, 26, 35, 26, 35, 29, 22]"
550,19,1.063159465789795,"[28, 26, 46, 30, 26, 32, 37, 31, 21, 30, 30, 28, 24, 22, 24, 31, 26, 27, 31]"
550,19,1.3097987174987793,"[32, 41, 17, 30, 25, 43, 29, 25, 25, 20, 25, 38, 16, 34, 38, 25, 25, 31, 31]"
550,19,1.3476130962371826,"[22, 29, 33, 31, 25, 28, 45, 25, 34, 22, 39, 19, 24, 13, 24, 36, 46, 27, 28]"
555,19,1.1383397579193115,"[25, 26, 31, 26, 31, 41, 30, 19, 29, 35, 33, 33, 15, 27, 35, 38, 30, 30, 21]"
555,19,0.9715447425842285,"[25, 31, 30, 33, 38, 32, 43, 23, 23, 22, 21, 24, 32, 41, 25, 26, 26, 25, 35]"
555,19,1.2864582538604736,"[46, 33, 18, 26, 28, 21, 18, 36, 27, 32, 40, 16, 33, 24, 23, 36, 40, 25, 33]"
555,19,1.1679952144622803,"[26, 35, 37, 29, 29, 35, 24, 24, 23, 21, 25, 33, 31, 28, 27, 43, 17, 34, 34]"
555,19,1.1047484874725342,"[35, 33, 22, 34, 22, 30, 34, 27, 22, 27, 29, 36, 21, 46, 17, 27, 28, 37, 28]"
560,19,1.2680041790008545,"[42, 15, 34, 40, 27, 14, 29, 26, 37, 29, 28, 22, 40, 22, 26, 34, 38, 30, 27]"
560,19,1.1653087139129639,"[19, 31, 28, 39, 37, 50, 24, 36, 29, 27, 34, 22, 28, 22, 30, 22, 26, 28, 28]"
560,19,1.56467604637146,"[20, 26, 34, 27, 27, 31, 52, 34, 30, 26, 27, 36, 34, 21, 44, 19, 24, 32, 16]"
560,19,1.0688705444335938,"[40, 31, 18, 27, 37, 28, 37, 23, 40, 22, 27, 37, 26, 29, 31, 22, 24, 25, 36]"
560,19,1.2036447525024414,"[22, 28, 42, 29, 30, 23, 38, 15, 29, 33, 32, 40, 30, 28, 31, 23, 35, 23, 29]"
565,19,1.2267894744873047,"[43, 31, 25, 27, 40, 23, 32, 22, 28, 27, 21, 29, 32, 37, 32, 33, 25, 29, 29]"
565,19,1.1068553924560547,"[27, 24, 27, 25, 22, 45, 36, 36, 30, 24, 29, 35, 31, 34, 32, 32, 27, 27, 22]"
565,19,1.5472345352172852,"[28, 30, 29, 40, 25, 27, 38, 21, 21, 34, 44, 32, 30, 34, 27, 14, 44, 21, 26]"
565,19,1.1560249328613281,"[28, 28, 24, 32, 36, 22, 21, 23, 34, 28, 25, 32, 25, 29, 32, 35, 41, 35, 35]"
565,19,1.2939224243164062,"[33, 33, 22, 35, 36, 32, 24, 32, 27, 46, 25, 27, 44, 24, 24, 27, 32, 20, 22]"
570,19,1.4235336780548096,"[28, 29, 38, 23, 25, 33, 33, 23, 40, 26, 23, 20, 39, 29, 47, 28, 23, 41, 22]"
570,19,1.3283147811889648,"[25, 26, 26, 11, 36, 34, 33, 30, 41, 25, 36, 37, 31, 40, 31, 26, 26, 25, 31]"
570,19,1.2965478897094727,"[33, 30, 41, 29, 36, 27, 32, 34, 23, 24, 24, 25, 36, 31, 22, 30, 23, 38, 32]"
570,19,1.41804838180542,"[37, 24, 37, 39, 33, 36, 38, 19, 22, 23, 26, 33, 25, 41, 31, 23, 24, 34, 25]"
570,19,1.1947424411773682,"[31, 37, 33, 28, 27, 31, 26, 43, 26, 29, 29, 37, 17, 31, 23, 27, 35, 35, 25]"
575,20,1.1808650493621826,"[34, 36, 29, 23, 41, 20, 27, 17, 20, 30, 25, 36, 24, 34, 31, 25, 38, 30, 30, 25]"
575,20,1.1120281219482422,"[25, 26, 15, 27, 43, 34, 22, 30, 29, 24, 28, 36, 30, 22, 31, 36, 33, 28, 28, 28]"
575,20,1.4410953521728516,"[36, 29, 19, 30, 29, 40, 28, 29, 18, 23, 18, 29, 23, 33, 33, 46, 20, 37, 22, 33]"
575,20,1.1526033878326416,"[15, 30, 29, 29, 40, 22, 23, 34, 36, 22, 22, 43, 25, 33, 25, 29, 37, 25, 20, 36]"
575,20,1.2012875080108643,"[27, 22, 33, 25, 23, 32, 33, 31, 30, 32, 37, 31, 26, 26, 41, 24, 26, 18, 31, 27]"
580,20,1.166067123413086,"[25, 24, 32, 20, 36, 25, 22, 27, 35, 24, 27, 28, 45, 23, 42, 34, 29, 36, 26, 20]"
580,20,1.1837561130523682,"[28, 30, 17, 31, 30, 35, 33, 28, 31, 18, 27, 32, 31, 32, 19, 36, 24, 30, 42, 26]"
580,20,1.0966739654541016,"[30, 25, 22, 33, 33, 27, 20, 30, 39, 40, 23, 24, 34, 30, 34, 25, 28, 28, 28, 27]"
580,20,1.1240367889404297,"[28, 34, 17, 24, 36, 35, 26, 27, 21, 26, 34, 38, 45, 37, 19, 23, 26, 28, 25, 31]"
580,20,1.3181188106536865,"[23, 33, 25, 18, 29, 23, 26, 36, 29, 35, 40, 26, 36, 21, 39, 27, 33, 42, 15, 24]"
585,20,1.4358534812927246,"[23, 51, 31, 29, 23, 21, 24, 32, 40, 22, 21, 32, 24, 24, 22, 31, 47, 33, 26, 29]"
585,20,1.1966681480407715,"[29, 35, 19, 28, 40, 21, 28, 25, 24, 26, 35, 34, 19, 48, 21, 30, 30, 28, 34, 31]"
585,20,1.4103929996490479,"[19, 25, 23, 25, 33, 33, 44, 24, 30, 28, 31, 28, 24, 24, 45, 20, 31, 29, 27, 42]"
585,20,1.2347023487091064,"[27, 18, 32, 27, 29, 33, 22, 35, 43, 27, 34, 32, 28, 32, 22, 27, 37, 29, 29, 22]"
585,20,1.1319465637207031,"[17, 35, 37, 39, 31, 20, 27, 27, 28, 28, 36, 20, 34, 20, 24, 41, 38, 26, 26, 31]"
590,20,1.2753655910491943,"[33, 29, 33, 30, 33, 31, 30, 29, 30, 29, 20, 33, 25, 34, 27, 36, 31, 24, 23, 30]"
590,20,1.3260741233825684,"[30, 19, 34, 19, 46, 30, 30, 25, 25, 25, 46, 30, 18, 41, 40, 31, 26, 21, 18, 36]"
590,20,1.2262566089630127,"[21, 34, 34, 26, 26, 27, 40, 33, 28, 23, 32, 27, 40, 42, 18, 19, 19, 37, 35, 29]"
590,20,1.22841477394104,"[35, 25, 29, 38, 31, 24, 36, 31, 17, 32, 23, 35, 31, 44, 36, 18, 36, 21, 20, 28]"
590,20,1.1956615447998047,"[37, 31, 38, 26, 33, 38, 33, 30, 34, 22, 26, 21, 25, 30, 29, 29, 36, 27, 19, 26]"
595,20,1.2847259044647217,"[33, 37, 28, 23, 26, 31, 31, 28, 29, 28, 27, 35, 39, 30, 24, 38, 27, 21, 28, 32]"
595,20,1.2393741607666016,"[30, 24, 43, 21, 28, 29, 31, 27, 38, 23, 39, 34, 33, 37, 22, 33, 26, 28, 26, 23]"
